SaleID,SaleDate,ProductID,Quantity,TotalPrice,CustomerID,StoreID,Profit,Month,Season,Year,ProductCategory,Brand
SALE0107702,2025-04-20,P1589,1,372.52,CUST00058,STORE007,87.46850351926851,4,Spring,2025,Electronics,Stellar
SALE0107703,2025-02-06,P2050,4,213.48,CUST00088,STORE008,48.39190908178544,2,Winter,2025,Home Goods,Zestful
SALE0107704,2025-06-10,P1036,2,2197.54,CUST00203,STORE001,345.12196404680736,6,Summer,2025,Food,Zestful
SALE0107705,2025-01-07,P1507,4,665.68,CUST00552,STORE009,154.07353340571157,1,Winter,2025,Books,BrightSpark
SALE0107706,2025-03-13,P1862,2,500.4,CUST00411,STORE007,108.4172288621938,3,Spring,2025,Electronics,TechNova
SALE0107707,2025-03-05,P1536,4,388441.36,CUST00470,STORE006,85771.40062022331,3,Spring,2025,Tools,SwiftTech
SALE0107708,2025-02-07,P2415,3,3636.96,CUST00802,STORE004,586.5166330696595,2,Winter,2025,Tools,Sportique
SALE0107709,2025-04-26,P1624,3,729.78,CUST00336,STORE001,109.53583097000418,4,Spring,2025,Food,Radiant
SALE0107710,2025-01-05,P1226,2,489.64,CUST00062,STORE008,118.25662324491402,1,Winter,2025,Home Goods,EcoLiving
SALE0107711,2025-05-30,P1412,2,1650.02,CUST00635,STORE010,373.9767058805127,5,Spring,2025,Apparel,Lumiere
SALE0107712,2025-05-28,P1770,1,138.24,CUST00082,STORE003,31.67968963195227,5,Spring,2025,Tools,GlobalGifts
SALE0107713,2025-03-04,P2435,2,1404.32,CUST00043,STORE010,283.983382297323,3,Spring,2025,Home Goods,PrimeTools
SALE0107714,2025-05-10,P2119,2,86.32,CUST00336,STORE005,16.169417764684823,5,Spring,2025,Food,GlobalGifts
SALE0107715,2025-05-16,P2365,5,399.3,CUST00065,STORE006,97.84277430914032,5,Spring,2025,Apparel,AquaFlow
SALE0107716,2025-04-18,P1159,3,251.73,CUST00447,STORE005,56.51844690144482,4,Spring,2025,Food,Pinnacle
SALE0107717,2025-04-03,P1367,5,986.6,CUST00022,STORE005,148.64375860631614,4,Spring,2025,Food,GourmetDelight
SALE0107718,2025-04-16,P2404,4,4094.8,CUST00251,STORE004,990.0942868222694,4,Spring,2025,Tools,YieldMaster
SALE0107719,2025-02-20,P1124,2,271.04,CUST00340,STORE004,56.410736040073104,2,Winter,2025,Electronics,Lumiere
SALE0107720,2025-06-06,P1650,2,2908.84,CUST00509,STORE001,690.6251381062958,6,Summer,2025,Tools,ZenithGear
SALE0107721,2025-02-26,P2392,5,4612.0,CUST00866,STORE001,702.243353626361,2,Winter,2025,Tools,GlobalGifts
SALE0107722,2025-04-20,P1680,1,3124.44,CUST00078,STORE008,742.2515949842877,4,Spring,2025,Home Goods,SwiftTech
SALE0107723,2025-06-19,P1728,2,397.62,CUST00222,STORE002,96.70339906112204,6,Summer,2025,Tools,Pinnacle
SALE0107724,2025-05-21,P2390,5,596.5,CUST00473,STORE009,96.59971101356034,5,Spring,2025,Apparel,Lumiere
SALE0107725,2025-02-03,P1050,4,1683.0,CUST00986,STORE006,350.08769136892937,2,Winter,2025,Apparel,GreenGarden
SALE0107726,2025-03-19,P1984,1,2439.35,CUST00814,STORE002,415.1155225433734,3,Spring,2025,Apparel,GourmetDelight
SALE0107727,2025-02-24,P1675,4,4229.6,CUST00831,STORE009,791.8358868628833,2,Winter,2025,Tools,GlobalGifts
SALE0107728,2025-05-20,P1756,5,3381.95,CUST00436,STORE006,724.6322823508222,5,Spring,2025,Home Goods,GlobalGifts
SALE0107729,2025-06-03,P1256,4,884.0,CUST00606,STORE006,183.33608024850025,6,Summer,2025,Electronics,Sportique
SALE0107730,2025-01-09,P1320,4,4804.2,CUST00257,STORE007,1098.8969388921737,1,Winter,2025,Home Goods,PawsitivePet
SALE0107731,2025-03-13,P1116,2,70650.82,CUST00898,STORE003,17261.88524658645,3,Spring,2025,Food,Lumiere
SALE0107732,2025-01-27,P1218,1,1040.43,CUST00503,STORE003,197.2566597052414,1,Winter,2025,Home Goods,GreenGarden
SALE0107733,2025-05-10,P1705,5,4803.95,CUST00602,STORE006,1047.9820823628024,5,Spring,2025,Home Goods,UrbanStride
SALE0107734,2025-03-28,P2238,5,1099.8,CUST00228,STORE007,240.8515795328857,3,Spring,2025,Books,AquaFlow
SALE0107735,2025-04-25,P2428,3,1261.2,CUST00419,STORE008,267.9677952806694,4,Spring,2025,Home Goods,Unify
SALE0107736,2025-02-23,P1035,3,1888.92,CUST00181,STORE006,312.55795294002263,2,Winter,2025,Food,PawsitivePet
SALE0107737,2025-02-19,P1820,3,432.63,CUST00233,STORE007,89.52331459237614,2,Winter,2025,Books,PawsitivePet
SALE0107738,2025-01-21,P2370,1,1344.27,CUST00694,STORE004,329.11669154348704,1,Winter,2025,Books,UrbanStride
SALE0107739,2025-03-22,P1734,5,140.6,CUST00376,STORE008,34.24136284760384,3,Spring,2025,Tools,AquaFlow
SALE0107740,2025-01-29,P1165,5,784.65,CUST00481,STORE002,168.92712125723432,1,Winter,2025,Apparel,EleganceWear
SALE0107741,2025-01-17,P1166,2,1702.66,CUST00167,STORE009,361.6374178511383,1,Winter,2025,Electronics,Unify
SALE0107742,2025-02-01,P2373,5,4195.55,CUST00468,STORE006,918.836378621902,2,Winter,2025,Books,Stellar
SALE0107743,2025-06-15,P2373,4,3356.44,CUST00354,STORE009,553.4994494791403,6,Summer,2025,Books,PrimeTools
SALE0107744,2025-05-14,P1319,1,128.4,CUST00201,STORE002,30.568147089650022,5,Spring,2025,Home Goods,Evergreen
SALE0107745,2025-03-04,P1639,4,1064.32,CUST00229,STORE002,217.63748696127448,3,Spring,2025,Home Goods,Evergreen
SALE0107746,2025-02-24,P1932,3,4820.43,CUST00359,STORE009,1140.822422970327,2,Winter,2025,Books,Nexus
SALE0107747,2025-06-09,P2117,5,4592.65,CUST00359,STORE004,721.3609024629574,6,Summer,2025,Books,Quantum
SALE0107748,2025-03-10,P1166,4,3405.32,CUST00433,STORE009,535.7629722026873,3,Spring,2025,Electronics,Sportique
SALE0107749,2025-06-29,P1838,3,1001.34,CUST00976,STORE007,222.271817357968,6,Summer,2025,Tools,Stellar
SALE0107750,2025-04-20,P1886,1,31.16,CUST00936,STORE004,5.878975930292859,4,Spring,2025,Apparel,Nexus
SALE0107751,2025-01-27,P1387,4,2614.96,CUST00304,STORE003,471.3037585200259,1,Winter,2025,Electronics,VitalityPlus
SALE0107752,2025-06-05,P1302,1,215.38,CUST00920,STORE003,40.98618773804511,6,Summer,2025,Books,Zestful
SALE0107753,2025-03-12,P2196,3,2422.59,CUST00811,STORE006,568.1656814781747,3,Spring,2025,Tools,DreamSleep
SALE0107754,2025-02-09,P2302,2,2084.86,CUST00331,STORE003,353.40017936646973,2,Winter,2025,Electronics,ArtisanCrafts
SALE0107755,2025-05-23,P2402,4,1207.84,CUST00063,STORE010,238.9701349725809,5,Spring,2025,Books,PawsitivePet
SALE0107756,2025-02-13,P1194,5,1458.55,CUST00178,STORE003,290.0799203612421,2,Winter,2025,Books,YieldMaster
SALE0107757,2025-02-21,P2303,3,182666.04,CUST00222,STORE006,34162.627899865016,2,Winter,2025,Home Goods,Radiant
SALE0107758,2025-03-21,P1144,3,1224.15,CUST00443,STORE009,303.7739306981297,3,Spring,2025,Books,HomeComforts
SALE0107759,2025-03-22,P1090,4,3688.52,CUST00075,STORE001,652.176672061618,3,Spring,2025,Books,Stellar
SALE0107760,2025-06-05,P1197,3,908.28,CUST00758,STORE008,166.0214836280129,6,Summer,2025,Tools,Sportique
SALE0107761,2025-02-21,P1704,3,178948.8,CUST00829,STORE005,40239.30687146584,2,Winter,2025,Tools,UrbanStride
SALE0107762,2025-06-29,P1514,5,765.4,CUST00284,STORE007,180.25815810651773,6,Summer,2025,Books,GourmetDelight
SALE0107763,2025-05-12,P2220,1,62.43,CUST00935,STORE009,12.087410295147349,5,Spring,2025,Apparel,Zestful
SALE0107764,2025-02-12,P2297,1,517.69,CUST00078,STORE005,86.14767576029374,2,Winter,2025,Books,Lumiere
SALE0107765,2025-04-17,P2296,3,6149.01,CUST00860,STORE007,1326.46177649183,4,Spring,2025,Electronics,GreenGarden
SALE0107766,2025-01-12,P1399,3,5811.0,CUST00431,STORE007,1322.7799804137387,1,Winter,2025,Home Goods,BrightSpark
SALE0107767,2025-05-25,P1969,2,1114.16,CUST00926,STORE002,203.5269982011217,5,Spring,2025,Apparel,Stellar
SALE0107768,2025-05-27,P2316,4,2048.04,CUST00955,STORE002,400.72951078001785,5,Spring,2025,Books,StylePro
SALE0107769,2025-05-10,P2240,4,3928.8,CUST00802,STORE005,913.7658947893116,5,Spring,2025,Electronics,Zestful
SALE0107770,2025-03-18,P2154,4,4835.88,CUST00761,STORE010,889.0479015530296,3,Spring,2025,Food,Titan
SALE0107771,2025-02-04,P1342,1,986.81,CUST00198,STORE001,157.40527323048727,2,Winter,2025,Books,AquaFlow
SALE0107772,2025-03-30,P1269,5,1296.2,CUST00811,STORE008,266.83303593878327,3,Spring,2025,Electronics,TechNova
SALE0107773,2025-02-15,P2307,3,172.29,CUST00921,STORE003,36.33746202311068,2,Winter,2025,Apparel,FusionFoods
SALE0107774,2025-04-23,P1751,3,470.58,CUST00877,STORE007,109.0099833659596,4,Spring,2025,Electronics,Pinnacle
SALE0107775,2025-01-08,P1881,2,412.5,CUST00638,STORE006,75.22412400813542,1,Winter,2025,Food,PawsitivePet
SALE0107776,2025-04-14,P1162,2,1485.74,CUST00049,STORE004,343.0450012841322,4,Spring,2025,Home Goods,EcoLiving
SALE0107777,2025-02-07,P2043,5,1382.3,CUST00095,STORE001,238.83121370855835,2,Winter,2025,Home Goods,PawsitivePet
SALE0107778,2025-01-28,P1501,4,351.76,CUST00113,STORE001,77.7675781102862,1,Winter,2025,Tools,Nexus
SALE0107779,2025-04-02,P1889,5,291128.55,CUST00160,STORE001,47748.139285106845,4,Spring,2025,Food,Evergreen
SALE0107780,2025-03-18,P1857,2,1448.76,CUST00831,STORE007,332.9669953160548,3,Spring,2025,Electronics,BrightSpark
SALE0107781,2025-04-22,P1589,5,1862.6,CUST00135,STORE010,400.54854000600415,4,Spring,2025,Electronics,SwiftTech
SALE0107782,2025-05-27,P1827,5,5831.1,CUST00133,STORE007,1156.6946824012275,5,Spring,2025,Home Goods,Wavecrest
SALE0107783,2025-06-03,P2231,1,3102.96,CUST00863,STORE010,572.283767234137,6,Summer,2025,Electronics,PrimeTools
SALE0107784,2025-06-13,P1326,5,4223.2,CUST00803,STORE005,737.8132274310037,6,Summer,2025,Home Goods,Xpert
SALE0107785,2025-03-15,P2310,3,1096.11,CUST00073,STORE003,260.467678194593,3,Spring,2025,Apparel,HomeComforts
SALE0107786,2025-04-16,P1103,3,569.4,CUST00059,STORE010,105.900721264018,4,Spring,2025,Home Goods,GlobalGifts
SALE0107787,2025-04-11,P1109,4,3507.2,CUST00581,STORE006,537.5914395090665,4,Spring,2025,Books,GlobalGifts
SALE0107788,2025-01-10,P1718,1,1037.86,CUST00763,STORE005,252.8477626635448,1,Winter,2025,Home Goods,PrimeTools
SALE0107789,2025-01-24,P1443,1,62.11,CUST00209,STORE003,15.44572453551885,1,Winter,2025,Tools,EleganceWear
SALE0107790,2025-02-01,P1578,1,389.28,CUST00403,STORE003,74.68255772561803,2,Winter,2025,Food,ArtisanCrafts
SALE0107791,2025-06-15,P1952,5,275.75,CUST00716,STORE005,53.54584576606074,6,Summer,2025,Apparel,FusionFoods
SALE0107792,2025-02-05,P2125,5,245336.1,CUST00364,STORE003,43022.634533152224,2,Winter,2025,Food,Quantum
SALE0107793,2025-05-03,P1326,2,1689.28,CUST00448,STORE010,259.77151692134805,5,Spring,2025,Home Goods,HomeComforts
SALE0107794,2025-02-06,P1327,3,1232.01,CUST00827,STORE001,284.4725049144422,2,Winter,2025,Food,StylePro
SALE0107795,2025-06-02,P1015,5,394093.75,CUST00247,STORE007,77545.28296071889,6,Summer,2025,Home Goods,Xpert
SALE0107796,2025-04-26,P1550,3,3491.46,CUST00397,STORE005,871.2576978483266,4,Spring,2025,Apparel,Evergreen
SALE0107797,2025-04-19,P2249,3,386.79,CUST00034,STORE004,83.47027610750033,4,Spring,2025,Electronics,HomeComforts
SALE0107798,2025-03-10,P1888,5,11366.1,CUST00260,STORE004,2051.8220573450126,3,Spring,2025,Books,GreenGarden
SALE0107799,2025-04-15,P2471,4,956.64,CUST00866,STORE004,174.39790839730205,4,Spring,2025,Apparel,ZenithGear
SALE0107800,2025-04-17,P2348,5,180496.35,CUST00522,STORE003,42339.69656571992,4,Spring,2025,Food,GreenGarden
SALE0107801,2025-06-13,P1845,5,951.3,CUST00226,STORE010,184.6844220788573,6,Summer,2025,Apparel,Xpert
SALE0107802,2025-02-15,P1360,4,358476.4,CUST00236,STORE007,73645.54352481829,2,Winter,2025,Home Goods,OptiSolve
SALE0107803,2025-05-16,P2378,4,191677.28,CUST00069,STORE009,41563.41172504574,5,Spring,2025,Food,Quantum
SALE0107804,2025-02-12,P1319,1,128.4,CUST00047,STORE003,19.644619376524386,2,Winter,2025,Home Goods,Radiant
SALE0107805,2025-02-03,P1356,4,2146.8,CUST00066,STORE009,522.6819362400314,2,Winter,2025,Tools,EcoLiving
SALE0107806,2025-05-27,P2476,2,2770.48,CUST00123,STORE009,495.2201513380425,5,Spring,2025,Apparel,GreenGarden
SALE0107807,2025-04-18,P1382,4,2026.04,CUST00743,STORE006,473.5342110004624,4,Spring,2025,Apparel,EcoLiving
SALE0107808,2025-06-13,P2279,5,684.65,CUST00911,STORE005,166.10505684015766,6,Summer,2025,Food,Xpert
SALE0107809,2025-05-15,P1154,4,11559.0,CUST00374,STORE009,1820.8613288945785,5,Spring,2025,Books,Sportique
SALE0107810,2025-05-18,P1523,1,312.52,CUST00544,STORE010,50.365345409402906,5,Spring,2025,Electronics,GourmetDelight
SALE0107811,2025-02-25,P1740,4,1907.12,CUST00519,STORE008,296.59929932092746,2,Winter,2025,Tools,ArtisanCrafts
SALE0107812,2025-03-11,P1970,1,69.59,CUST00079,STORE004,11.626720671369624,3,Spring,2025,Tools,Stellar
SALE0107813,2025-05-15,P2283,3,434.4,CUST00491,STORE010,97.34125406065056,5,Spring,2025,Tools,GreenGarden
SALE0107814,2025-05-10,P1206,3,265474.89,CUST00131,STORE008,57463.89160204955,5,Spring,2025,Books,Quantum
SALE0107815,2025-04-09,P1299,1,13977.48,CUST00373,STORE005,2899.3306003745274,4,Spring,2025,Books,Radiant
SALE0107816,2025-05-08,P2051,3,479.49,CUST00720,STORE008,84.16595012025587,5,Spring,2025,Books,SwiftTech
SALE0107817,2025-06-05,P1171,4,10372.12,CUST00359,STORE009,2589.7946578502047,6,Summer,2025,Electronics,EcoLiving
SALE0107818,2025-05-13,P1162,4,2971.48,CUST00482,STORE002,498.2342526340926,5,Spring,2025,Home Goods,Evergreen
SALE0107819,2025-02-22,P2160,4,6613.92,CUST00650,STORE009,1119.6687881957837,2,Winter,2025,Apparel,Zestful
SALE0107820,2025-01-10,P1828,4,645.32,CUST00974,STORE006,150.5949553960282,1,Winter,2025,Electronics,HomeComforts
SALE0107821,2025-04-29,P1262,3,506.1,CUST00009,STORE004,106.3774788010802,4,Spring,2025,Apparel,Unify
SALE0107822,2025-03-27,P2425,3,4385.82,CUST00112,STORE004,794.3432212155373,3,Spring,2025,Apparel,SwiftTech
SALE0107823,2025-03-15,P1464,5,2654.7,CUST00291,STORE006,508.58456681052223,3,Spring,2025,Food,Unify
SALE0107824,2025-06-23,P1899,1,9053.58,CUST00478,STORE006,1596.078875285216,6,Summer,2025,Food,Unify
SALE0107825,2025-01-28,P1503,4,1578.84,CUST00465,STORE005,288.6275163040806,1,Winter,2025,Books,OptiSolve
SALE0107826,2025-04-18,P1899,4,36214.32,CUST00223,STORE006,7385.02359075726,4,Spring,2025,Food,HomeComforts
SALE0107827,2025-02-04,P2064,2,123.44,CUST00324,STORE010,24.64266782183558,2,Winter,2025,Home Goods,Unify
SALE0107828,2025-04-05,P1959,2,573.78,CUST00994,STORE005,137.79493492464667,4,Spring,2025,Food,OptiSolve
SALE0107829,2025-01-19,P1312,1,303.92,CUST00200,STORE004,50.27435584441029,1,Winter,2025,Food,SwiftTech
SALE0107830,2025-05-26,P1114,5,1324.9,CUST00156,STORE009,297.88997828499106,5,Spring,2025,Food,Lumiere
SALE0107831,2025-04-06,P2433,4,619.24,CUST00500,STORE005,131.72867093702527,4,Spring,2025,Food,YieldMaster
SALE0107832,2025-01-18,P1623,2,1000.16,CUST00834,STORE006,230.5867035393044,1,Winter,2025,Home Goods,Vanguard
SALE0107833,2025-05-05,P1128,2,213.72,CUST00346,STORE007,35.665487597073955,5,Spring,2025,Home Goods,GourmetDelight
SALE0107834,2025-03-30,P1384,4,5067.6,CUST00337,STORE010,1141.2340711286429,3,Spring,2025,Books,TechNova
SALE0107835,2025-05-14,P1872,2,636.52,CUST00919,STORE010,118.83808493704116,5,Spring,2025,Electronics,OptiSolve
SALE0107836,2025-05-24,P1810,1,1057.75,CUST00061,STORE002,261.6880126699358,5,Spring,2025,Books,EcoLiving
SALE0107837,2025-04-21,P1161,2,305.64,CUST00765,STORE008,71.29376452011836,4,Spring,2025,Home Goods,Sportique
SALE0107838,2025-06-21,P1373,1,268.37,CUST00178,STORE002,41.56459938042511,6,Summer,2025,Home Goods,Nexus
SALE0107839,2025-05-28,P1138,1,426.2,CUST00062,STORE009,67.43230658223695,5,Spring,2025,Tools,StylePro
SALE0107840,2025-06-17,P2308,2,214.94,CUST00276,STORE006,37.42549771351842,6,Summer,2025,Tools,Nexus
SALE0107841,2025-04-14,P1534,2,1811.68,CUST00389,STORE001,447.705336738704,4,Spring,2025,Tools,YieldMaster
SALE0107842,2025-04-10,P1122,4,2493.76,CUST00760,STORE010,617.2644103153237,4,Spring,2025,Apparel,GourmetDelight
SALE0107843,2025-04-11,P2472,3,957.9,CUST00756,STORE002,233.9786833412568,4,Spring,2025,Books,BrightSpark
SALE0107844,2025-05-20,P1506,1,56160.92,CUST00232,STORE001,10515.344351643296,5,Spring,2025,Home Goods,Unify
SALE0107845,2025-05-24,P1429,3,6641.58,CUST00709,STORE005,1204.5664966878203,5,Spring,2025,Books,YieldMaster
SALE0107846,2025-05-18,P1640,5,11490.05,CUST00235,STORE004,2094.3971983839906,5,Spring,2025,Apparel,Sportique
SALE0107847,2025-05-25,P1664,5,8377.8,CUST00175,STORE006,1847.5171257369927,5,Spring,2025,Food,OptiSolve
SALE0107848,2025-05-17,P1490,3,1554.63,CUST00813,STORE002,310.81059092298443,5,Spring,2025,Electronics,TechNova
SALE0107849,2025-05-27,P1905,4,337.44,CUST00910,STORE006,54.73928767419941,5,Spring,2025,Books,Lumiere
SALE0107850,2025-05-10,P1462,2,17120.12,CUST00028,STORE006,3648.111119288967,5,Spring,2025,Electronics,Lumiere
SALE0107851,2025-05-16,P1580,4,628.32,CUST00582,STORE003,144.97039806892116,5,Spring,2025,Home Goods,TechNova
SALE0107852,2025-05-21,P1873,2,2088.82,CUST00307,STORE001,384.3466294895578,5,Spring,2025,Books,Titan
SALE0107853,2025-01-13,P1244,5,264911.85,CUST00948,STORE003,60455.71804720168,1,Winter,2025,Food,PrimeTools
SALE0107854,2025-02-25,P2294,4,6670.56,CUST00037,STORE003,1474.9818158661596,2,Winter,2025,Food,YieldMaster
SALE0107855,2025-05-04,P1301,5,8287.9,CUST00276,STORE004,1850.99707225012,5,Spring,2025,Tools,Stellar
SALE0107856,2025-05-02,P2446,5,7616.75,CUST00811,STORE001,1726.034530982581,5,Spring,2025,Food,ArtisanCrafts
SALE0107857,2025-04-18,P2138,5,368.05,CUST00204,STORE009,80.63511931453239,4,Spring,2025,Electronics,EleganceWear
SALE0107858,2025-01-06,P1331,5,108266.1,CUST00529,STORE008,18817.09155925613,1,Winter,2025,Books,ZenithGear
SALE0107859,2025-03-08,P2386,1,1442.7,CUST00025,STORE006,312.7584204805921,3,Spring,2025,Home Goods,Radiant
SALE0107860,2025-04-17,P1147,3,776.13,CUST00439,STORE008,124.59147528589564,4,Spring,2025,Home Goods,Nexus
SALE0107861,2025-02-28,P1438,5,10141.1,CUST00499,STORE003,1863.41059964868,2,Winter,2025,Food,Pinnacle
SALE0107862,2025-05-29,P1246,1,63.22,CUST00726,STORE004,12.257670393630226,5,Spring,2025,Tools,Evergreen
SALE0107863,2025-06-21,P1143,1,837.29,CUST00861,STORE004,164.50131572897686,6,Summer,2025,Tools,Evergreen
SALE0107864,2025-04-10,P1926,3,879.09,CUST00595,STORE006,143.06357447068825,4,Spring,2025,Books,Sportique
SALE0107865,2025-05-07,P1103,5,949.0,CUST00392,STORE010,159.0953634609815,5,Spring,2025,Home Goods,Nexus
SALE0107866,2025-06-06,P1024,5,214568.8,CUST00836,STORE003,38580.658998085884,6,Summer,2025,Home Goods,Wavecrest
SALE0107867,2025-03-07,P1232,4,299.92,CUST00857,STORE010,61.13071327100462,3,Spring,2025,Electronics,Wavecrest
SALE0107868,2025-06-09,P1798,2,461.3,CUST00128,STORE001,89.99830655597015,6,Summer,2025,Home Goods,Evergreen
SALE0107869,2025-05-19,P1098,3,888.57,CUST00797,STORE010,192.3994681173097,5,Spring,2025,Apparel,GreenGarden
SALE0107870,2025-06-16,P2209,2,1089.48,CUST00449,STORE001,272.1885074907798,6,Summer,2025,Food,PawsitivePet
SALE0107871,2025-06-15,P2282,3,886.95,CUST00454,STORE007,173.14728243829882,6,Summer,2025,Tools,Radiant
SALE0107872,2025-03-17,P2204,2,2857.14,CUST00037,STORE009,654.888131323249,3,Spring,2025,Food,GourmetDelight
SALE0107873,2025-06-14,P1297,5,332.75,CUST00688,STORE005,69.8593851175476,6,Summer,2025,Tools,Quantum
SALE0107874,2025-03-17,P2498,3,1646.76,CUST00369,STORE001,316.1314715610748,3,Spring,2025,Electronics,GlobalGifts
SALE0107875,2025-04-14,P1205,1,55505.22,CUST00814,STORE007,8835.264008817887,4,Spring,2025,Apparel,Vanguard
SALE0107876,2025-03-04,P2388,1,643.21,CUST00741,STORE004,112.2254754044814,3,Spring,2025,Apparel,Evergreen
SALE0107877,2025-03-25,P1776,2,206.84,CUST00086,STORE009,46.39793203503487,3,Spring,2025,Electronics,PrimeTools
SALE0107878,2025-01-05,P1711,4,4855.2,CUST00489,STORE005,822.5311327438228,1,Winter,2025,Books,Titan
SALE0107879,2025-04-26,P1870,1,454.39,CUST00344,STORE008,101.8238716223396,4,Spring,2025,Books,Unify
SALE0107880,2025-03-10,P1336,5,314646.0,CUST00333,STORE005,74484.98490505417,3,Spring,2025,Electronics,Quantum
SALE0107881,2025-01-06,P1135,3,1465.56,CUST00378,STORE010,336.8989910923475,1,Winter,2025,Home Goods,Stellar
SALE0107882,2025-06-24,P2282,4,1182.6,CUST00866,STORE006,250.23733689765123,6,Summer,2025,Tools,Sportique
SALE0107883,2025-02-15,P1355,5,3211.65,CUST00314,STORE007,536.2465700154868,2,Winter,2025,Books,Lumiere
SALE0107884,2025-06-05,P1661,3,561.15,CUST00746,STORE009,112.34532165990213,6,Summer,2025,Tools,Evergreen
SALE0107885,2025-03-14,P1205,1,55505.22,CUST00940,STORE010,8436.459774422965,3,Spring,2025,Apparel,PrimeTools
SALE0107886,2025-02-21,P1476,2,96.48,CUST00811,STORE003,18.47539819668431,2,Winter,2025,Books,EleganceWear
SALE0107887,2025-01-05,P1125,4,490.0,CUST00561,STORE003,84.79830999499853,1,Winter,2025,Food,Nexus
SALE0107888,2025-02-13,P1337,5,2692.0,CUST00512,STORE008,445.9201728660027,2,Winter,2025,Apparel,EleganceWear
SALE0107889,2025-01-28,P1902,3,411.3,CUST00157,STORE002,74.51123691948322,1,Winter,2025,Apparel,Vanguard
SALE0107890,2025-01-28,P1591,3,541.5,CUST00138,STORE002,101.05713048861192,1,Winter,2025,Electronics,DreamSleep
SALE0107891,2025-01-01,P1911,2,3496.5,CUST00190,STORE009,619.0124730964382,1,Winter,2025,Tools,UrbanStride
SALE0107892,2025-03-08,P1865,3,4377.99,CUST00324,STORE005,998.02697899864,3,Spring,2025,Home Goods,Sportique
SALE0107893,2025-06-11,P1073,5,5041.4,CUST00536,STORE006,1078.441189931828,6,Summer,2025,Books,FusionFoods
SALE0107894,2025-06-07,P1629,5,784.0,CUST00482,STORE008,187.25905324029725,6,Summer,2025,Food,SwiftTech
SALE0107895,2025-06-16,P1589,2,745.04,CUST00216,STORE001,165.0581897050643,6,Summer,2025,Electronics,ArtisanCrafts
SALE0107896,2025-02-22,P1576,5,4194.9,CUST00284,STORE009,793.1958076595512,2,Winter,2025,Electronics,Titan
SALE0107897,2025-02-04,P1955,5,797.4,CUST00833,STORE008,159.7412826288621,2,Winter,2025,Apparel,SwiftTech
SALE0107898,2025-06-19,P1049,1,448.64,CUST00525,STORE002,101.05313465529524,6,Summer,2025,Books,EcoLiving
SALE0107899,2025-05-25,P1874,3,523.71,CUST00919,STORE010,83.70524686530209,5,Spring,2025,Electronics,Pinnacle
SALE0107900,2025-02-15,P1147,3,776.13,CUST00388,STORE001,181.1013591940924,2,Winter,2025,Home Goods,Radiant
SALE0107901,2025-06-07,P1323,2,567.14,CUST00313,STORE008,121.62849736464295,6,Summer,2025,Home Goods,AquaFlow
SALE0107902,2025-02-25,P1943,1,335.89,CUST00487,STORE007,70.00774014811425,2,Winter,2025,Home Goods,OptiSolve
SALE0107903,2025-05-12,P1594,3,1863.3,CUST00438,STORE008,288.17746507568023,5,Spring,2025,Home Goods,Vanguard
SALE0107904,2025-05-13,P1382,1,506.51,CUST00805,STORE006,76.44465616252357,5,Spring,2025,Apparel,Sportique
SALE0107905,2025-02-13,P1311,2,441.7,CUST00252,STORE008,90.27819845962668,2,Winter,2025,Tools,PawsitivePet
SALE0107906,2025-06-14,P1956,1,129.18,CUST00777,STORE002,23.34924113393344,6,Summer,2025,Food,Evergreen
SALE0107907,2025-06-20,P1807,5,6096.95,CUST00001,STORE006,1329.843863670313,6,Summer,2025,Home Goods,Stellar
SALE0107908,2025-01-25,P1330,5,423.15,CUST00367,STORE010,86.72977114862978,1,Winter,2025,Home Goods,Lumiere
SALE0107909,2025-06-16,P1565,5,6498.0,CUST00545,STORE010,1497.8437325311886,6,Summer,2025,Apparel,YieldMaster
SALE0107910,2025-06-20,P1974,1,1244.15,CUST00419,STORE006,232.20263802238995,6,Summer,2025,Apparel,Pinnacle
SALE0107911,2025-02-24,P2064,5,308.6,CUST00167,STORE002,68.34380102765962,2,Winter,2025,Home Goods,ZenithGear
SALE0107912,2025-03-01,P1018,4,9404.48,CUST00691,STORE009,2067.0057321207305,3,Spring,2025,Home Goods,FusionFoods
SALE0107913,2025-04-10,P1748,2,68.44,CUST00046,STORE005,12.722333915409829,4,Spring,2025,Home Goods,Lumiere
SALE0107914,2025-06-24,P1767,4,1592.72,CUST00570,STORE001,355.9514462886601,6,Summer,2025,Electronics,SwiftTech
SALE0107915,2025-05-06,P1549,4,390.04,CUST00173,STORE005,86.86302420548498,5,Spring,2025,Apparel,GreenGarden
SALE0107916,2025-03-22,P1133,5,9718.75,CUST00216,STORE009,1829.647938791788,3,Spring,2025,Food,EleganceWear
SALE0107917,2025-02-23,P1609,4,332.68,CUST00062,STORE009,82.40333335603407,2,Winter,2025,Food,GourmetDelight
SALE0107918,2025-06-21,P2298,3,2929.68,CUST00277,STORE006,492.4022392451504,6,Summer,2025,Electronics,ZenithGear
SALE0107919,2025-04-20,P1714,3,635.88,CUST00106,STORE002,138.47896027317103,4,Spring,2025,Tools,Xpert
SALE0107920,2025-02-27,P1875,2,6789.88,CUST00863,STORE010,1420.4311220892166,2,Winter,2025,Food,PawsitivePet
SALE0107921,2025-01-04,P1938,1,149.19,CUST00546,STORE003,27.164510780473314,1,Winter,2025,Food,Unify
